"Molecule ChEMBL ID","Molecule Name","Molecular Weight","AlogP","Smiles","hERG_IC50_nM","Assay Type","Target Name","Document Year"
"CHEMBL3605017",,"564.62","2.4","N[C@@H]1CO[C@H]1COc1ccc2ncc(F)c(CCC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",17700,"B","HERG",2015
"CHEMBL3415595",,"412.54","2.62","Cc1cc(CC(C)(C)O)cc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)n1",5900,"B","HERG",2015
"CHEMBL3415593",,"370.46","2.32","COc1cc(C)nc(Nc2cc(N[C@@H]3CCCC[C@@H]3N)cnc2C(N)=O)c1",1700,"B","HERG",2015
"CHEMBL1083646","(2R)-N-(6-(4-CHLOROPHENYL)-7-(2,4-DICHLOROPHENYL)-2,2-DIMETHYL-3,4-DIHYDRO-2H-PYRANO[2,3-B]PYRIDIN-4-YL)-2-HYDROXYPROPANAMIDE (ENANTIOMERIC MIX)","505.83","6.48","C[C@@H](O)C(=O)NC1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21",120,"B","HERG",2010
"CHEMBL3696120",,"367.92","4.9","Cc1cc2nc(CC3CCNCC3)n(Cc3ccc(Cl)cc3)c2cc1C",1100,"B","HERG",2015
"CHEMBL3417071",,"331.44","3.14","C[C@@H]1CCC[C@H](C)N1CCNc1cn(Cc2ccc(F)cc2)nn1",600,"B","HERG",2015
"CHEMBL1927166",,"469.52","2.23","COc1ccc2ncc(F)c([C@H](O)CN3CCC(NCc4cc5c(cn4)OCCO5)CC3)c2n1",63100,"B","HERG",2011
"CHEMBL1951893",,"602.85","4.9","CCN(C(=O)Cc1ccc(S(C)(=O)=O)cc1)C1CCN(CCC(c2ccccc2)N2CCN(c3ccccc3)CC2)CC1",13000,"B","HERG",2012
"CHEMBL1926867",,"448.52","3.11","Cc1ccc2cccc(NC(=O)[C@]3(O)CC[C@@H](NCc4cc5c(cn4)OCCO5)CC3)c2n1",2000,"B","HERG",2011
"CHEMBL1956988",,"410.49","4.15","Cc1nc2ccc(Oc3ccc(F)cc3)nc2c(=O)n1C[C@H]1CCCN(C(C)C)C1",3200,"B","HERG",2012
"CHEMBL3754258",,"507.52","2.95","COc1ccc2ncc(F)c(C(=O)CC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",1200,"B","HERG",2015
"CHEMBL3753978",,"523.57","2.84","COc1ccc2ncc(F)c(C(CO)CC34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",11000,"B","HERG",2015
"CHEMBL446134",,"541.66","5.26","O=C1NCCc2nc(-c3ccc(CN4CCC(c5nnc(-c6ccccn6)[nH]5)CC4)cc3)c(-c3ccccc3)cc21",2500,"B","HERG",2008
"CHEMBL171377",,"555.76","6.55","COc1ccc([C@@H](C)N[C@@H]2CC[C@@H](C(=O)N3CCC(c4ccccc4)(c4ccc(OC)nc4)CC3)C(C)(C)C2)cc1",520,"B","HERG",2009
"CHEMBL1924024",,"632.49","6.44","COc1cc(C(=O)NCCN2CCCC2)ccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(C(F)(F)F)c1",25118.86,"B","HERG",2011
"CHEMBL3913789",,"427.34","4.27","Cl.N=C(N)N/N=C/c1ccc(-c2ccc(/C=N/Nc3ccccc3Cl)cc2)cc1",1140,"B","HERG",2017
"CHEMBL511","PYRILAMINE","285.39","2.66","COc1ccc(CN(CCN(C)C)c2ccccn2)cc1",12618.2,"B","HERG",
"CHEMBL3889781",,"475.51","0.6","O=C1OCCc2cc([C@@H]3CN4CCN(C(=O)Cc5ccc(-n6cnnn6)nc5)C[C@H]4CO3)ccc21",75900,"B","HERG",2016
"CHEMBL1922933",,"613.08","8.13","CCCCC[C@@H](Cc1ccc(C(=O)NCCC(=O)O)cc1)C(=O)c1cc2cc(Cl)ccc2n1-c1cccc(C(F)(F)F)c1",3700,"B","HERG",2011
"CHEMBL273235",,"328.82","4.89","Fc1ccc(-n2cc(C3CCNCC3)c3cc(Cl)ccc32)cc1",204,"B","HERG",2003
"CHEMBL3754299",,"507.52","2.49","COc1ccc2ncc(F)c(CC(=O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",9400,"B","HERG",2015
"CHEMBL3752154",,"508.55","2.24","COc1ccc2ncc(F)c(CC(N)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",14600,"B","HERG",2015
"CHEMBL3752154",,"508.55","2.24","COc1ccc2ncc(F)c(CC(N)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",1200,"B","HERG",2015
"CHEMBL3752949",,"586.65","1.84","COc1ccc2ncc(F)c(CC(NS(C)(=O)=O)C34CCC(NCc5ccc6c(n5)NC(=O)CO6)(CC3)CO4)c2n1",3300,"B","HERG",2015
"CHEMBL564144",,"310.47","4.55","C[C@@H](c1ccccn1)c1c(CCN(C)C)sc2ccccc12",1400,"B","HERG",2009
"CHEMBL571952",,"447.56","2.97","COc1ccc(CCN2C(=O)N(NS(C)(=O)=O)CC2c2ccc(OC(C)C)cc2)cc1",17000,"B","HERG",2009
"CHEMBL567620",,"422.57","4.03","CC(C)COc1ccccc1CN1CCC2(CC1)CCN(C(=O)c1ccncn1)CC2",19054.61,"B","HERG",2009
"CHEMBL583212",,"465.49","4.84","O=C(c1ccncc1)N1CCC2(CCN(Cc3ccccc3OC(F)(F)C(F)F)CC2)CC1",16982.44,"B","HERG",2009
"CHEMBL3260567","VACTOSERTIB","399.43","4.24","Cc1cccc(-c2[nH]c(CNc3ccccc3F)nc2-c2ccc3ncnn3c2)n1",31040,"B","HERG",2014
"CHEMBL3605123",,"565.65","3.84","O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCCCCCO)nc56)(CC3)OC4)nc2N1",700,"B","HERG",2015
"CHEMBL3605131",,"565.6","2.44","O=C1COc2ccc(CNC34CCC(CCc5c(F)cnc6ccc(OCC7(O)COC7)nc56)(CC3)OC4)nc2N1",12200,"B","HERG",2015
"CHEMBL3218897",,"514.63","3.85","COc1cccc(-n2cc3nc(-c4cccnc4C)n(C[C@H]4CCCN(C[C@H]5CCCO5)C4)c(=O)c3n2)c1",44000,"B","HERG",2013
"CHEMBL3605006",,"591.64","3.63","COC(=O)C1(COc2ccc3ncc(F)c(CCC45CCC(NCc6ccc7c(n6)NC(=O)CO7)(CC4)CO5)c3n2)CC1",1600,"B","HERG",2015
"CHEMBL572996",,"835.09","2.13","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)[C@H](OCC(=O)NC)[C@H](C)[C@@H](O)[C@]1(C)O",411,"B","HERG",2009
"CHEMBL3787028",,"464.52","2.87","COc1ccc(-c2nnc(C(=O)N3CC(Oc4ccc(CN5CCCOCC5)cc4)C3)o2)cc1",25000,"B","HERG",2016
"CHEMBL3786486",,"360.5","3.66","CN1C(=O)c2ccccc2CC1CN1CCC2(CCc3ccccc32)CC1",6960,"B","HERG",2016
"CHEMBL3794265",,"452.49","1.45","O=c1cnc2ccc(F)c3c2n1C[C@H]3CN1CCC(NCc2cc3c(nn2)OCCO3)CC1",42000,"B","HERG",2016
"CHEMBL2441417",,"446.51","1.57","Cc1c(CCN2CCN(C(=O)Cc3ccc(-n4cnnn4)cc3)CC2)ccc2c1COC2=O",13000,"B","HERG",2016
"CHEMBL1097701",,"431.46","3.73","O=C(CN1CCCN(Cc2nc3ccccc3[nH]2)CC1)Nc1ccc(C(F)(F)F)cc1",4970,"B","HERG",2010
"CHEMBL4280986",,"498.51","3.95","Cc1cn(-c2ccc3n(c2=O)CCN(C[C@@]24C[C@@H]2C(C)(C)Oc2ccc(C(F)(F)F)cc24)C3=O)cn1",15600,"B","HERG",2017
"CHEMBL567252",,"442.52","1.28","CCCOCCn1c(=O)c(NCCNCCO)nc2cnc(-c3ccc(OC)nc3)cc21",4500,"B","HERG",2010
"CHEMBL4482864",,"494.51","3.07","COC[C@H]1Cn2cc(-c3nc(Nc4ccnn4C)ncc3C)nc2C(=O)N1Cc1ccc(F)c(F)c1",11000,"B","HERG",2019
"CHEMBL296419","ASTEMIZOLE","458.58","5.35","COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1",0.9,"B","HERG",2003
"CHEMBL2203841",,"405.47","2.01","CNc1cc(Nc2cnc(C#N)c(O[C@@H]3CCN(C)C3)n2)ncc1-c1cnn(C)c1",24000,"B","HERG",2012
"CHEMBL296419","ASTEMIZOLE","458.58","5.35","COc1ccc(CCN2CCC(Nc3nc4ccccc4n3Cc3ccc(F)cc3)CC2)cc1",304.7,"B","HERG",2017
"CHEMBL3972449",,"469.54","3.38","Cc1cc(OC(F)F)cnc1C(=O)Nc1csc([C@]23CO[C@@H](C)C[C@H]2CSC(N)=N3)n1",9600,"B","HERG",2018
"CHEMBL554073",,"384.38","3.21","N#Cc1cc(N2CCN(CCN3CCC(C(F)(F)F)CC3)C2=O)ccc1F",6309.57,"B","HERG",2009
"CHEMBL570998",,"368.88","2.75","CC(C)N1CCN(CCN2CCN(c3cccc(Cl)c3F)C2=O)CC1",19952.62,"B","HERG",2009
"CHEMBL1270208",,"421.81","4.67","O=C(NCc1cccnc1OCC(F)(F)F)c1cncc(-c2ccc(Cl)cc2)c1",19000,"B","HERG",2010
"CHEMBL4071221",,"428.56","2.85","Cc1nsc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2)n1",4200,"B","HERG",2017
"CHEMBL4070003",,"428.51","2.07","Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ncns2)C3=O)ccc2c1COC2=O",12300,"B","HERG",2017
"CHEMBL4103004",,"452.51","2.02","COc1nccc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2=O)n1",7900,"B","HERG",2017
"CHEMBL3703295",,"322.37","2.25","NC1=NC2(CO1)c1cc(-c3cncnc3)ccc1OCC21CCC1",5280,"B","HERG",2016
"CHEMBL3703298",,"359.79","3.25","NC1=NC2(CO1)c1cc(-c3cc(Cl)cnc3F)ccc1OCC21CC1",3250,"B","HERG",2016
"CHEMBL3703301",,"341.8","3.11","NC1=NC2(CO1)c1cc(-c3cncc(Cl)c3)ccc1OCC21CC1",2910,"B","HERG",2016
"CHEMBL3793471",,"433.47","0.66","O=C1OCc2cc(CCN3CCN(C(=O)Cc4ccc(-n5cnnn5)cn4)CC3)ccc21",46000,"B","HERG",2016
"CHEMBL3942186",,"435.48","3.99","C[C@@H]1C[C@H](N)CN(c2ccncc2Nc2ncc3ccc(-c4c(F)cccc4F)nn23)C1",1000,"B","HERG",2016
"CHEMBL227000",,"1071.4","None","CC1(C)C2=C3CC4C5=[N+](CCC4OC3CCN2c2ccc(CC(=O)NCCCCCCN(CCOc3ccc(NS(C)(=O)=O)cc3)CCc3ccc(NS(C)(=O)=O)cc3)cc21)c1ccc(S(=O)(=O)[O-])cc1C5(C)C",310,"B","HERG",2007
"CHEMBL3775243",,"496.6","3.36","Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1N1CCOCC1",501.19,"B","HERG",2016
"CHEMBL3774463",,"493.64","5.57","Cn1c(SCCCN2CC3CCN(c4ccc(C(F)(F)F)cc4)C3C2)nnc1C1CCCCC1",316.23,"B","HERG",2016
"CHEMBL4105332",,"572.58","6.65","CCN(CC)Cc1cc(/C=N/N=C(\N)CC(O)c2cc3c(F)cc(F)cc3c3cc(C(F)(F)F)ccc23)ccc1O",390,"B","HERG",2017
"CHEMBL1729","CISAPRIDE","465.95","3.36","COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC",150,"B","HERG",2017
"CHEMBL1258962",,"351.45","3.32","CC(c1ccncc1)N1[C@@H]2CC[C@H]1C[C@H](Oc1cccc(C(N)=O)c1)C2",3.7,"B","HERG",2010
"CHEMBL1956107",,"354.52","4.08","CN[C@H]1CC[C@@H](N2CCc3ccc(NC(=N)c4cccs4)cc32)CC1",13000,"B","HERG",2012
"CHEMBL4647217",,"510.06","4.6","Cc1cc(Cl)cc(-c2ccnc3cc(CN4C(=O)C5C(C4=O)C5(C)C)sc23)c1C[C@@H]1CNCCO1",4200,"B","HERG",2020
"CHEMBL4644274",,"514.67","5.73","COc1ccc(-c2cnn3c(N)c(-c4ccccc4)c(NC4CC(C)(C)N(C)C(C)(C)C4)nc23)cc1OC",1200,"B","HERG",2020
"CHEMBL1939744",,"492.66","3.87","CCN(C)C(=O)c1ccc([C@H](c2cccc(NC(=O)C3CC3)c2)N2CCN(CCCOC)CC2)cc1",13000,"B","HERG",2012
"CHEMBL1939735",,"515.66","4.65","CCN(CC)C(=O)c1ccc([C@H](c2cccc(NC(=O)OC)c2)N2CCN(Cc3cccnc3)CC2)cc1",11000,"B","HERG",2012
"CHEMBL1939752",,"513.64","4.4","CCOC(=O)Nc1cccc([C@@H](c2ccc(C(=O)N3CCC3)cc2)N2CCN(Cc3cccnc3)CC2)c1",11000,"B","HERG",2012
"CHEMBL2382341",,"492.59","5.17","COc1ccc2nccc([C@@H](O)CC[C@@H]3CCN(C4CC(c5ccccc5F)C4)C[C@@H]3C(=O)O)c2c1",12200,"B","HERG",2013
"CHEMBL2403849",,"572.18","6.7","Cc1cc(Nc2ncc(Cl)c(Nc3ccccc3S(=O)(=O)C(C)C)n2)c(OC(C)C)cc1C1CCN(C)CC1",3350,"B","HERG",2013
"CHEMBL2146803",,"411.93","3.75","COCCN1CCC[C@@H]1Cn1nc(Cc2ccc(Cl)cc2)c2ccccc2c1=O",251.19,"B","HERG",2012
"CHEMBL1257214",,"457.64","4.77","Cc1nc(C)c(-c2nnc(SCCCN3CCC4(CCc5ccc(F)cc54)C3)n2C)s1",6309.57,"B","HERG",2010
"CHEMBL1257448",,"509.57","5.83","Cc1ncoc1-c1nnc(SCCCN2[C@@H]3CC[C@H]2C[C@@H](c2ccc(C(F)(F)F)cc2F)C3)n1C",501.19,"B","HERG",2010
"CHEMBL3596509",,"404.48","1.97","COc1cccc2c1nc(N)n1nc(CN3CCN(c4ccncc4)C[C@H]3C)nc21",2184,"B","HERG",2015
"CHEMBL45816","MIBEFRADIL","495.64","5.27","COCC(=O)O[C@]1(CCN(C)CCCc2nc3ccccc3[nH]2)CCc2cc(F)ccc2[C@@H]1C(C)C",580,"B","HERG",2017
"CHEMBL3786923",,"466.97","4.67","O=C(c1nnc(-c2ccccc2Cl)o1)N1CCC(Oc2ccc(CN3CCCC3)cc2)CC1",5300,"B","HERG",2016
"CHEMBL71","CHLORPROMAZINE","318.87","4.89","CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21",1479.11,"B","HERG",2003
"CHEMBL4288117",,"461.51","6.51","FC(F)(F)Oc1ccc(Oc2ccc(N3CCC4(CC3)OCCc3sccc34)cc2)cc1",1500,"B","HERG",2018
"CHEMBL4096145",,"377.49","3.42","CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)N",3800,"B","HERG",2017
"CHEMBL2420702",,"296.35","3.01","CNCc1cc(-c2cn(C)nc2-c2ccc(F)cc2)ccn1",38200,"B","HERG",2013
"CHEMBL3775197",,"488.58","4.59","Cn1c(SCCCN2CC3CCN(c4ccccc4C(F)(F)F)C3C2)nnc1-c1cccnc1",1995.26,"B","HERG",2016
"CHEMBL3775598",,"479.65","3.75","CC(C)Oc1ccccc1N1CCC2CN(CCCSc3nnc(-c4cnccn4)n3C)CC21",1995.26,"B","HERG",2016
"CHEMBL3775618",,"451.6","2.97","COc1ccccc1N1CCC2CN(CCCSc3nnc(-c4cnccn4)n3C)CC21",1995.26,"B","HERG",2016
"CHEMBL3774996",,"439.56","3.1","Cn1c(SCCCN2CC3CCN(c4ccc(F)cc4)C3C2)nnc1-c1cnccn1",316.23,"B","HERG",2016
"CHEMBL532","ERYTHROMYCIN","733.94","1.79","CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O",39000,"B","HERG",2004
"CHEMBL186482",,"587.59","2.02","COC(=O)Cc1ccc(CNC(=O)[C@@H]2CSCN2C(=O)CC(N)Cc2ccccc2F)cc1.O=C(O)C(F)(F)F",9700,"B","HERG",2004
"CHEMBL4293701",,"330.41","3.27","CC(C)(C)S(=O)(=O)c1ccc2nccc(Nc3cc[nH]n3)c2c1",8305,"B","HERG",2018
"CHEMBL559329",,"478.56","4.31","O=C(NC[C@H]1CCCC[C@H]1O)NC1CCN(Cc2ccn(-c3ccc(C(F)(F)F)cc3)c2)CC1",3960,"B","HERG",2009
"CHEMBL243900",,"451.52","4.38","Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(C(F)(F)F)n2C)CC3)no1",316.23,"B","HERG",2007
"CHEMBL395743",,"462.62","4.37","Cc1cc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4cccn4C)n2C)CC3)no1",251.19,"B","HERG",2007
"CHEMBL244276",,"498.66","5.51","Cc1cnc(-c2ccc3c(c2)CCN(CCCSc2nnc(-c4ccc5[nH]ccc5c4)n2C)CC3)o1",39.81,"B","HERG",2007
"CHEMBL554914",,"321.42","2.94","O=C1N(CCN2Cc3ccccc3C2)CCN1Cc1ccccc1",25118.86,"B","HERG",2009
"CHEMBL557121",,"378.52","4.21","CCN(CC)C(=O)c1ccc(C2CC3(CCNCC3)Oc3ccccc32)cc1",5094,"B","HERG",2009
"CHEMBL550471",,"378.52","4.21","CCN(CC)C(=O)c1ccc([C@@H]2CC3(CCNCC3)Oc3ccccc32)cc1",18471,"B","HERG",2009
"CHEMBL4110770",,"374.86","2.98","Cc1nsc(-c2nnc3n2CCN(C(=O)c2cccc(Cl)c2)[C@@H]3C)n1",70000,"B","HERG",2016
"CHEMBL564935",,"358.44","4.49","O=C(c1ccccc1Oc1ccccc1)N(c1ccccc1)[C@H]1CCNC1",2810,"B","HERG",2009
"CHEMBL4113741",,"372.43","2.72","CCc1nsc(-c2nnc3n2CCN(C(=O)c2ccc(F)cc2)[C@@H]3C)n1",32000,"B","HERG",2016
"CHEMBL270387",,"487.55","5.23","Cn1c(SCCCN2CCc3ccc4oc(C(F)(F)F)nc4c3CC2)nnc1-c1ccccc1",251.19,"B","HERG",2008
"CHEMBL255158",,"502.57","4.93","Cc1ncccc1-c1nnc(SCCCN2CCc3ccc4oc(C(F)(F)F)nc4c3CC2)n1C",3981.07,"B","HERG",2008
"CHEMBL272511",,"498.66","5.37","Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc6oc(C)nc6c5CC4)n3C)cccc2n1",2511.89,"B","HERG",2008
"CHEMBL255857",,"533.74","4.87","Cc1nc(CN(c2ccccc2)C2CCN(C3(C)CCN(C(=O)c4c(C)cc[n+]([O-])c4C)CC3)CC2)cs1",12200,"B","HERG",2008
"CHEMBL301454",,"495.71","6.47","Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(Cc3ccccc3)c3ccccc3)CC2)CC1",670,"B","HERG",2008
"CHEMBL62152",,"481.68","6.6","Cc1cccc(C)c1C(=O)N1CCC(C)(N2CCC(N(c3ccccc3)c3ccccc3)CC2)CC1",150,"B","HERG",2008
"CHEMBL562677",,"374.49","2.62","CCc1oc(CCc2cc(N3CCOCC3)cc(NCCOC)n2)nc1C",900,"B","HERG",2009
"CHEMBL551197",,"373.48","3","CCc1oc(SCc2cc(N3CCOCC3)cc(NCC#N)n2)nc1C",8300,"B","HERG",2009
"CHEMBL4277101",,"435.59","3.61","O=C1[C@@H]2[C@H](C(=O)N1CCCCN1CCN(c3cccc4sccc34)CC1)[C@H]1C=C[C@@H]2C1",7850,"B","HERG",2018
"CHEMBL1112","ARIPIPRAZOLE","448.39","4.86","O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1",3860,"B","HERG",2018
"CHEMBL2180840",,"342.44","3.29","COc1cccc(-c2cc(NC(=O)CCCN3CCCCC3)[nH]n2)c1",3080,"B","HERG",2012
"CHEMBL240185",,"485.56","3.57","O=C(c1ccc(F)cc1)N1CCN(c2ccc(OCCCN3CCCCC3)cc2)C(=O)C1.O=CO",50118.72,"B","HERG",2007
"CHEMBL4103161",,"377.89","4.3","COc1ccc(/C=C/CN(C)Cc2ccc3c(c2)OCCC3)c(F)c1.Cl",3100,"B","HERG",2017
"CHEMBL4110570",,"461.86","3.53","O=C(Nc1ccc(OC(F)(F)Cl)cc1)c1cnc(N2CC[C@@H](O)C2)c(-c2cncnc2)c1",1800,"B","HERG",2018
"CHEMBL233781",,"350.46","2.08","NC(=O)CNC[C@H]1CC[C@]2(CC1)OO[C@]1(O2)C2CC3CC(C2)CC1C3",2700,"T","HERG",2007
"CHEMBL1107","HALOFANTRINE","500.43","8.64","CCCCN(CCCC)CCC(O)c1cc2c(Cl)cc(Cl)cc2c2cc(C(F)(F)F)ccc12",156,"B","HERG",2017
"CHEMBL4280886",,"469.45","6.32","Brc1ccc(Nc2ccc(CN3CCC4(CC3)OCCc3sccc34)cc2)cc1",2300,"B","HERG",2018
"CHEMBL225240",,"579.77","4.72","CN1CCN(Cc2ccc3c(c2)Cc2c(-c4csc(C#CCOc5ccc(CN6CCOCC6)cc5)c4)n[nH]c2-3)CC1",2560,"B","HERG",2007
"CHEMBL4102183",,"468.54","4.01","NS(=O)(=O)c1ncccc1-c1nc(NCc2ccccn2)c2c(-c3ccccc3)cccc2n1",36000,"A","HERG",2017
"CHEMBL244084",,"524.69","5.89","Cc1ccc2c(-c3nnc(SCCCN4CCc5ccc(-c6ncc(C)o6)cc5CC4)n3C)cccc2n1",794.33,"B","HERG",2007
"CHEMBL4076905",,"405.46","4.34","Nc1ncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)cn1",80000,"A","HERG",2017
"CHEMBL2380447",,"296.37","2.96","COc1cccc(-c2cccc(C3(C)COCC(N)=N3)c2)c1",8000,"B","HERG",2013
"CHEMBL2380459",,"373.46","3.78","COc1ccc(C2(c3cccc(-c4cccnc4)c3)CC(OC)C(N)=N2)cc1",3200,"B","HERG",2013
"CHEMBL2380439",,"330.39","3.5","CCC1(c2cccc(-c3cncnc3)c2)N=C(N)c2ccccc2O1",1600,"B","HERG",2013
"CHEMBL193","NIFEDIPINE","346.34","2.18","COC(=O)C1=C(C)NC(C)=C(C(=O)OC)C1c1ccccc1[N+](=O)[O-]",50118.72,"B","HERG",2003
"CHEMBL2010849",,"477.47","2.69","CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)nc2)C[C@@H]1F",15000,"B","HERG",2011
"CHEMBL2010845",,"476.48","3.29","CN(C(=O)Cc1ccc(-n2cnnn2)cc1)[C@@H]1CCN(Cc2ccc(C(F)(F)F)cc2)C[C@@H]1F",2000,"B","HERG",2011
"CHEMBL3323181",,"364.51","4.32","CN1Cc2cc(N3CCOCC3)ccc2[C@@H](c2ccc3sccc3c2)C1",1000,"B","HERG",2014
"CHEMBL1258034",,"488.58","4.83","Cn1c(SCCCN2CCC3CC3(c3ccc(C(F)(F)F)cc3)CC2)nnc1-c1ccnnc1",5011.87,"B","HERG",2010
"CHEMBL1258153",,"477.56","4.99","Cc1ncoc1-c1nnc(SCCCN[C@H]2CC[C@]3(c4ccc(C(F)(F)F)cc4)CC23)n1C",2511.89,"B","HERG",2010
"CHEMBL1258268",,"495.55","5.13","Cc1ncoc1-c1nnc(SCCCN[C@@H]2CC[C@]3(c4ccc(C(F)(F)F)cc4F)CC23)n1C",630.96,"B","HERG",2010
"CHEMBL1258606",,"425.56","3.69","Cc1ncoc1-c1nnc(SCCCN2CCC3(CCOc4ccccc43)C2)n1C",6309.57,"B","HERG",2010
"CHEMBL1258948",,"474.1","5.28","Cc1nc(C)c(-c2nnc(SCCCN3CCC4(CCc5cc(Cl)ccc54)C3)n2C)s1",2511.89,"B","HERG",2010
"CHEMBL3582340",,"553.6","4.22","CCn1cc([C@@]2(c3nn(C(C)C)c(=O)o3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)cn1",7700,"B","HERG",2015
"CHEMBL715","OLANZAPINE","312.44","3.44","Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1",181.97,"B","HERG",2003
"CHEMBL1423","PIMOZIDE","461.56","5.86","O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1",18,"F","HERG",2002
"CHEMBL2204592",,"407.48","2.26","CNc1cc(Nc2cnc(C#N)c(O[C@H](C)CN(C)C)n2)ncc1-c1cnn(C)c1",12000,"B","HERG",2012
"CHEMBL2165063",,"464.53","1.39","COc1ccc2ncc(=O)n(CCN3CCC(NCc4ccc5c(n4)NC(=O)CO5)CC3)c2c1",35000,"B","HERG",2014
"CHEMBL3356249",,"398.59","4.37","O=C(CNCC1(O)CCCCCC1)N1CCc2ccccc2C1C1CCCCC1",50100,"B","HERG",2014
"CHEMBL2420704",,"338.39","2.95","Cn1cc(-c2ccnc(C3COCCN3)c2)c(-c2ccc(F)cc2)n1",4430,"B","HERG",2013
"CHEMBL4062339",,"458.57","4.41","CC1(OC(=O)N2CCC([C@H]3C[C@H]3CCOc3ccc(CC(=O)N4CCC4)c(F)c3)CC2)CC1",8600,"B","HERG",2017
"CHEMBL3912135",,"390.41","4.52","C[C@]1(O)CC[C@H](Nc2ccc3ncc(-c4cccc(C(F)(F)F)c4)n3n2)CC1",12000,"B","HERG",2016
"CHEMBL1083705",,"322.45","3.42","c1ccc(C(Cc2ccccc2OC2CC2)N2CCNCC2)cc1",6400,"B","HERG",2010
"CHEMBL1085959",,"314.4","3.02","COc1ccccc1CC(c1ccccc1F)N1CCNCC1",40100,"B","HERG",2010
"CHEMBL1084577",,"350.38","3.62","Fc1cccc(C(Cc2ccccc2OC(F)F)N2CCNCC2)c1",8240,"B","HERG",2010
"CHEMBL1084033","1-(1-(4-FLUOROPHENYL)-2-(2-(TRIFLUOROMETHOXY)PHENYL)ETHYL)PIPERAZINE (ENANTIOMERIC MIX)","368.37","3.91","Fc1ccc(C(Cc2ccccc2OC(F)(F)F)N2CCNCC2)cc1",4950,"B","HERG",2010
"CHEMBL4098143",,"452.48","-0.9","Cn1nc(N2CCC3(CCN(C[C@H](O)c4ccc(-n5cnnn5)nn4)CC3)C2=O)ccc1=O",3100,"B","HERG",2017
"CHEMBL4098434",,"541.47","3.02","CCOC(=O)C1=C(CN2CC[S+]([O-])CC2)NC(c2nccs2)=NC1c1ccc(F)cc1Br",5740,"B","HERG",2018
"CHEMBL3703289",,"403.48","3.24","CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(COC2)C(CCC)O3)c1",5340,"B","HERG",2016
"CHEMBL3793380",,"461.53","1.27","Cc1cc(-n2cnnn2)cnc1CC(=O)N1CCN(CCc2ccc3c(c2C)COC3=O)CC1",52000,"B","HERG",2016
"CHEMBL3793380",,"461.53","1.27","Cc1cc(-n2cnnn2)cnc1CC(=O)N1CCN(CCc2ccc3c(c2C)COC3=O)CC1",52000,"B","HERG",2016
